date,Dog food,Cat food,Fish tanks,Bird cages,Pet toys,Dog collars,Cat litter,Puppy pads,Reptile terrariums,Dog leashes,Cat treats,Fish food,Pet grooming,Bird feed,Pet vitamins_x,Dog harness,Pet beds,Aquarium decorations,Litter boxes,Rabbit hay,Pet clothes,Puppy training pads,Catnip toys,Fish tank filter,Bird perches,Flea collars,Dog shampoo,Cat scratchers,Hamster cages,Puppy chews,Bird baths,Dog bowls,Cat bowls,Aquarium lights,Hamster bedding,Bird toys,Dog raincoat,Pet carriers_x,Dog sweaters,Rabbit cages,Small animal toys,Pet vitamins_y,Aquarium pumps,Pet gates,Cat toys,Guinea pig cages,Pet supplements,Dog travel crate,Pet food storage,Cat climbing trees,Puppy shampoo,Fish nets,Pet strollers,Pet bath products,Cat scratching posts,Dog toothbrush,Bird nesting boxes,Pet carriers_y,Aquarium heaters,Dog cooling mats,Pet dental care,Reptile heating pads,Pet clothing,Cat brush,Aquarium plants,Pet food bowls,Bird seed,Cat fountain,Dog toys,Fish bowl,Parrot toys,Puppy teething rings,Small pet bed,Dog deodorant,Cat flea treatments,Pet tag engraver,Bird cage liners,Reptile hides,Dog whistle,Aquarium thermometer,Pet steps,Litter scoop,Cat harness,Pet waste bags,Dog boots,Fish tank gravel,Rabbit food,Bird treats,Reptile water dish,Cat comb,Puppy soft toys,Aquarium test kits,Hamster wheels,Fish tank maintenance,Small pet toys,Dog food toppers,Pet grooming gloves
2020-03-08,6.7,2.1818181818181817,0.22,0.07,0.06,0.41,0.9803921568627451,0.08,0.0,0.7374545454545455,0.12,0.7804878048780488,0.9230769230769231,0.05,0.1334068965517241,0.56,0.04,0.3848,0.05,0.2981333333333333,0.3517090909090909,0.1799441860465116,0.07904,0.12,0.10862222222222222,0.06,0.29,0.06864,0.07,0.2784,0.03,0.12,0.312,0.041600000000000005,0.37439999999999996,0.43679999999999997,0.21216,0.2652,0.02,0.5786181818181818,0.0,0.1334068965517241,0.09832727272727272,0.5459999999999999,0.15,0.06,0.1326,0.16972800000000002,0.17644137931034481,0.0,0.6364799999999999,0.04,0.0,0.0,0.0,0.3552,0.0,0.2652,0.08256,0.0,0.11439999999999999,0.0,0.28363636363636363,0.05,0.16,0.0,0.15,0.06,0.42857142857142855,0.22,0.104,0.0,0.09252413793103448,0.11370666666666666,0.0,0.0,0.0,0.0,0.25,0.0,0.39410526315789474,0.03,0.07,0.08572121212121211,0.08,0.3523764705882353,0.11,0.0,0.0,0.08538947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.09722790697674419
2020-03-15,7.3,2.272727272727273,0.22,0.05,0.07,0.36,0.9803921568627451,0.1,0.0,0.624,0.11,0.6707317073170732,0.6282051282051282,0.06,0.1742896551724138,0.47,0.04,0.3016,0.04,0.33973333333333333,0.4197818181818182,0.26701395348837204,0.09568,0.1,0.07395555555555555,0.06,0.3,0.0,0.06,0.2112,0.03,0.1,0.37439999999999996,0.0288,0.48047999999999996,0.4472,0.17472,0.24439999999999998,0.02,0.5899636363636364,0.0,0.1742896551724138,0.07941818181818182,0.4446,0.13,0.07,0.09359999999999999,0.1248,0.1936551724137931,0.0,0.6614399999999999,0.03,0.0728,0.0,0.0,0.34559999999999996,0.0,0.24439999999999998,0.09216,0.0,0.08666666666666666,0.0,0.1474909090909091,0.05,0.15,0.0,0.19,0.06,0.40476190476190477,0.18,0.09475555555555555,0.0,0.0,0.07210666666666665,0.0,0.0,0.0,0.0,0.18,0.1378,0.40067368421052635,0.04,0.06,0.0,0.08,0.34503529411764705,0.11,0.09235199999999999,0.0,0.10509473684210525,0.0,0.0,0.0713142857142857,0.093184,0.0,0.0,0.0
2020-03-22,6.5,2.272727272727273,0.26,0.06,0.08,0.45,0.9215686274509803,0.1,0.0,0.7487999999999999,0.14,0.8170731707317073,0.7435897435897436,0.09,0.14846896551724137,0.65,0.05,0.3016,0.05,0.38826666666666665,0.4311272727272727,0.20896744186046512,0.09151999999999999,0.13,0.08088888888888889,0.08,0.4,0.07175999999999999,0.07,0.2496,0.04,0.13,0.4784,0.032,0.41184,0.45759999999999995,0.14975999999999998,0.21319999999999997,0.02,0.7034181818181818,0.0,0.14846896551724137,0.07563636363636364,0.3822,0.17,0.07,0.1638,0.14476799999999998,0.19795862068965517,0.0,1.03584,0.02,0.11439999999999999,0.0,0.0,0.4608,0.0,0.21319999999999997,0.09792,0.0,0.07973333333333332,0.0,0.23258181818181817,0.07,0.16,0.0,0.25,0.06,0.5,0.19,0.1479111111111111,0.0,0.0,0.09706666666666666,0.0,0.0,0.0,0.0,0.2,0.11699999999999999,0.3415578947368421,0.03,0.09,0.0,0.08,0.44781176470588235,0.12,0.09984,0.0,0.14450526315789475,0.0,0.0,0.09359999999999999,0.071552,0.0,0.0,0.0
2020-03-29,6.6,2.3181818181818183,0.25,0.06,0.08,0.53,0.9803921568627451,0.11,0.0,0.771490909090909,0.16,0.8292682926829268,0.7564102564102564,0.12,0.12910344827586206,0.71,0.06,0.44199999999999995,0.05,0.4784,0.4311272727272727,0.25830697674418607,0.06656,0.13,0.15715555555555555,0.07,0.41,0.12791999999999998,0.08,0.2928,0.05,0.14,0.5408,0.0352,0.43679999999999997,0.5824,0.14975999999999998,0.182,0.02,0.7601454545454545,0.0,0.12910344827586206,0.11912727272727272,0.507,0.19,0.07,0.1677,0.17971199999999998,0.2194758620689655,0.0,0.9984,0.03,0.0858,0.0,0.06822399999999999,0.4992,0.0,0.182,0.07487999999999999,0.0,0.08666666666666666,0.0,0.19287272727272725,0.07,0.15,0.11115,0.3,0.06,0.5476190476190477,0.19,0.10862222222222222,0.0,0.0,0.09151999999999999,0.0,0.0,0.0,0.0,0.2,0.0962,0.41381052631578946,0.03,0.1,0.0,0.08,0.34503529411764705,0.14,0.11980799999999998,0.0,0.2101894736842105,0.0,0.0,0.10474285714285714,0.0,0.0,0.0897,0.06820465116279069
2020-04-05,6.5,2.3181818181818183,0.27,0.07,0.09,0.59,0.9803921568627451,0.11,0.0,1.0551272727272727,0.16,0.975609756097561,0.7692307692307693,0.14,0.12910344827586206,0.77,0.07,0.3588,0.06,0.4992,0.5332363636363636,0.23218604651162789,0.13728,0.13,0.12942222222222222,0.08,0.49,0.08736,0.07,0.2928,0.08,0.16,0.5408,0.0352,0.48672,0.6344,0.28703999999999996,0.21839999999999998,0.02,0.9643636363636363,0.0,0.12910344827586206,0.08698181818181819,0.4914,0.21,0.08,0.1599,0.17472,0.3055448275862069,0.0,0.9609599999999999,0.03,0.1118,0.0,0.0,0.5568,0.0,0.21839999999999998,0.06528,0.0,0.09013333333333333,0.0,0.2496,0.07,0.17,0.08385,0.36,0.07,0.6428571428571429,0.2,0.16871111111111112,0.0,0.0817655172413793,0.10538666666666666,0.0,0.0,0.0,0.0,0.22,0.0,0.5057684210526315,0.03,0.14,0.0,0.08,0.469835294117647,0.16,0.19968,0.0,0.22332631578947368,0.0,0.0,0.08914285714285713,0.093184,0.066144,0.0897,0.0
2020-04-12,7.1,2.272727272727273,0.29,0.09,0.1,0.66,1.0784313725490196,0.1,0.0,1.1118545454545452,0.17,0.7682926829268293,0.8333333333333334,0.14,0.14201379310344828,0.84,0.08,0.364,0.06,0.5616,0.48785454545454543,0.2147720930232558,0.17472,0.14,0.18026666666666666,0.09,0.49,0.12168,0.09,0.336,0.09,0.18,0.6136,0.041600000000000005,0.53664,0.7696,0.22464,0.19759999999999997,0.02,1.1345454545454545,0.0,0.14201379310344828,0.13803636363636362,0.5226,0.21,0.09,0.1833,0.159744,0.3184551724137931,0.0,1.11072,0.03,0.12219999999999999,0.0,0.0,0.6527999999999999,0.0,0.19759999999999997,0.09216,0.0,0.06933333333333333,0.0,0.4027636363636363,0.08,0.18,0.11505,0.36,0.08,0.7857142857142857,0.19,0.1664,0.0,0.08606896551724139,0.13312,0.0,0.0,0.0,0.09110399999999999,0.2,0.1352,0.49263157894736836,0.04,0.11,0.0,0.09,0.46249411764705883,0.14,0.172224,0.0,0.2101894736842105,0.0,0.0,0.09137142857142856,0.08486400000000001,0.0,0.13649999999999998,0.07255813953488373
2020-04-19,6.8,2.409090909090909,0.3,0.09,0.1,0.65,1.1764705882352942,0.1,0.0,1.1118545454545452,0.18,0.8658536585365854,0.9871794871794872,0.19,0.1635310344827586,0.87,0.08,0.5147999999999999,0.06,0.6586666666666666,0.5899636363636364,0.1973581395348837,0.10815999999999999,0.15,0.1248,0.09,0.53,0.13104,0.09,0.41759999999999997,0.12,0.18,0.8008,0.0384,0.40559999999999996,0.832,0.21216,0.2652,0.02,0.8735999999999999,0.0,0.1635310344827586,0.09454545454545454,0.6629999999999999,0.24,0.09,0.1326,0.164736,0.37870344827586205,0.0,1.1980799999999998,0.03,0.1248,0.0,0.11148799999999999,0.624,0.0,0.2652,0.06912,0.0,0.1664,0.0,0.33469090909090904,0.09,0.19,0.11505,0.41,0.09,0.6785714285714286,0.21,0.17795555555555553,0.0,0.10543448275862069,0.10261333333333332,0.0,0.0,0.0,0.0,0.21,0.1118,0.4992,0.03,0.13,0.07941818181818182,0.1,0.5212235294117648,0.15,0.152256,0.0,0.42694736842105263,0.0,0.0,0.09359999999999999,0.0,0.0,0.0,0.11754418604651162
2020-04-26,7.0,2.409090909090909,0.3,0.1,0.1,0.65,1.0980392156862746,0.1,0.079872,1.1005090909090909,0.17,0.9146341463414634,1.2564102564102564,0.21,0.2001103448275862,0.86,0.08,0.37959999999999994,0.07,0.5477333333333334,0.5105454545454545,0.2902325581395349,0.14975999999999998,0.16,0.13866666666666666,0.08,0.5,0.10919999999999999,0.1,0.3792,0.16,0.19,0.7799999999999999,0.0384,0.42432,0.7696,0.47423999999999994,0.26,0.02,0.9189818181818181,0.07291685393258426,0.2001103448275862,0.10778181818181817,0.7098,0.26,0.1,0.1833,0.159744,0.37870344827586205,0.0,1.1980799999999998,0.03,0.1482,0.0,0.129792,0.7871999999999999,0.0,0.26,0.08448,0.0,0.12133333333333332,0.0,0.34603636363636364,0.09,0.19,0.12675,0.41,0.09,0.6785714285714286,0.24,0.2311111111111111,0.0,0.14846896551724137,0.13312,0.0,0.0,0.0,0.101088,0.2,0.169,0.47949473684210525,0.03,0.17,0.08193939393939394,0.1,0.44047058823529406,0.16,0.139776,0.0,0.47292631578947364,0.0,0.0,0.10919999999999999,0.06822399999999999,0.0,0.09359999999999999,0.12770232558139535
2020-05-03,6.9,2.3636363636363638,0.29,0.1,0.11,0.62,1.1176470588235294,0.09,0.06864,1.0097454545454545,0.16,0.8414634146341463,1.2435897435897436,0.24,0.21086896551724138,0.88,0.08,0.4316,0.08,0.4992,0.4992,0.18574883720930233,0.29536,0.15,0.13404444444444444,0.09,0.46,0.11544,0.09,0.2496,0.23,0.19,0.8111999999999999,0.041600000000000005,0.55536,0.7903999999999999,0.18719999999999998,0.3172,0.02,0.8509090909090908,0.08974382022471909,0.21086896551724138,0.13614545454545454,0.7722,0.24,0.08,0.1638,0.19968,0.27972413793103446,0.0,1.0233599999999998,0.04,0.1326,0.0,0.07487999999999999,0.6527999999999999,0.0,0.3172,0.08064,0.0,0.1664,0.0,0.2949818181818182,0.1,0.2,0.13649999999999998,0.42,0.1,0.7380952380952381,0.26,0.13404444444444444,0.0,0.11834482758620689,0.1248,0.0,0.0,0.0,0.064896,0.23,0.12219999999999999,0.49263157894736836,0.03,0.17,0.09454545454545454,0.1,0.5505882352941177,0.16,0.152256,0.0,0.3152842105263158,0.0,0.0,0.12257142857142855,0.08985599999999999,0.0,0.10529999999999999,0.1189953488372093
2020-05-10,7.1,2.5454545454545454,0.29,0.09,0.1,0.62,1.0784313725490196,0.1,0.0,1.0891636363636363,0.16,0.9024390243902439,1.2820512820512822,0.27,0.16568275862068965,0.81,0.08,0.42119999999999996,0.08,0.4784,0.48785454545454543,0.2379906976744186,0.14975999999999998,0.14,0.1640888888888889,0.09,0.43,0.10296,0.08,0.39359999999999995,0.19,0.18,0.832,0.0352,0.5616,0.8423999999999999,0.23711999999999997,0.38999999999999996,0.02,0.8282181818181819,0.06590561797752809,0.16568275862068965,0.1002181818181818,0.6552,0.25,0.09,0.1911,0.18470399999999998,0.28402758620689655,0.0,0.91104,0.03,0.0962,0.0,0.0832,0.7871999999999999,0.0,0.38999999999999996,0.09024,0.0,0.32586666666666664,0.0,0.3176727272727273,0.09,0.2,0.10335,0.48,0.12,0.6904761904761905,0.24,0.10168888888888888,0.0,0.0753103448275862,0.09706666666666666,0.0,0.0,0.0,0.0,0.22,0.0,0.6108631578947368,0.03,0.17,0.07815757575757576,0.1,0.5726117647058823,0.14,0.159744,0.0,0.32185263157894733,0.0,0.0,0.11588571428571429,0.101504,0.0,0.09359999999999999,0.14511627906976746
2020-05-17,7.0,2.4545454545454546,0.31,0.1,0.1,0.61,1.196078431372549,0.09,0.0,0.9076363636363636,0.17,0.9146341463414634,1.2179487179487178,0.26,0.1742896551724138,0.79,0.08,0.37959999999999994,0.07,0.52,0.6013090909090909,0.21186976744186045,0.17887999999999998,0.15,0.1918222222222222,0.09,0.49,0.10608,0.09,0.3552,0.18,0.18,0.7591999999999999,0.041600000000000005,0.48047999999999996,0.6864,0.37439999999999996,0.3172,0.01,0.9416727272727273,0.0,0.1742896551724138,0.1229090909090909,0.6941999999999999,0.24,0.08,0.1833,0.259584,0.3270620689655172,0.0,0.9984,0.03,0.1768,0.0,0.11315199999999999,0.672,0.0,0.3172,0.0,0.08013473684210526,0.2669333333333333,0.0,0.2893090909090909,0.08,0.2,0.11309999999999999,0.42,0.11,0.6666666666666666,0.24,0.15484444444444442,0.0,0.0,0.12757333333333332,0.0,0.0,0.0,0.0,0.24,0.0832,0.5583157894736842,0.03,0.16,0.0,0.1,0.5579294117647059,0.14,0.14227199999999998,0.0,0.3152842105263158,0.0,0.0,0.078,0.0,0.0,0.0858,0.08852093023255814
2020-05-24,7.0,2.5,0.3,0.11,0.1,0.61,1.2156862745098038,0.09,0.0,1.0551272727272727,0.17,0.8902439024390244,1.205128205128205,0.29,0.1248,0.81,0.08,0.45239999999999997,0.08,0.5477333333333334,0.4765090909090909,0.17413953488372091,0.20384,0.15,0.18719999999999998,0.09,0.59,0.11544,0.07,0.3888,0.18,0.21,0.728,0.044800000000000006,0.44928,0.676,0.312,0.2652,0.01,0.8395636363636364,0.0,0.1248,0.10589090909090909,0.7176,0.24,0.07,0.1482,0.28953599999999996,0.39591724137931034,0.0,1.09824,0.03,0.156,0.0,0.094848,0.6911999999999999,0.0,0.2652,0.09216,0.07487999999999999,0.26,0.0,0.2893090909090909,0.09,0.19,0.14625,0.43,0.11,0.6547619047619048,0.25,0.12017777777777777,0.0,0.1334068965517241,0.11370666666666666,0.0,0.0,0.0,0.0,0.25,0.1794,0.6108631578947368,0.04,0.15,0.0,0.1,0.4771764705882353,0.13,0.232128,0.0,0.40067368421052635,0.0,0.0,0.08914285714285713,0.101504,0.0,0.09359999999999999,0.0
